id,name,score,score2
4645,Student_4645,67,60
4646,Student_4646,62,51
4647,Student_4647,84,77
4648,Student_4648,75,99
4649,Student_4649,75,72
4650,Student_4650,61,96
4651,Student_4651,69,97
4652,Student_4652,54,85
4653,Student_4653,75,59
4654,Student_4654,56,96
4655,Student_4655,84,59
4656,Student_4656,58,96
4657,Student_4657,57,64
4658,Student_4658,94,59
4659,Student_4659,71,72
4660,Student_4660,88,78
4661,Student_4661,55,100
4662,Student_4662,61,63
4663,Student_4663,88,63
4664,Student_4664,53,88
4665,Student_4665,96,65
4666,Student_4666,92,68
4667,Student_4667,52,94
4668,Student_4668,75,60
4669,Student_4669,69,68
4670,Student_4670,96,70
4671,Student_4671,76,84
4672,Student_4672,64,95
4673,Student_4673,56,95
4674,Student_4674,87,69
4675,Student_4675,84,60
4676,Student_4676,50,79
4677,Student_4677,65,69
4678,Student_4678,64,98
4679,Student_4679,65,75
4680,Student_4680,74,80
4681,Student_4681,65,75
4682,Student_4682,85,57
4683,Student_4683,64,96
4684,Student_4684,91,54
4685,Student_4685,57,67
4686,Student_4686,72,66
4687,Student_4687,66,55
4688,Student_4688,93,53
4689,Student_4689,69,81
4690,Student_4690,74,55
4691,Student_4691,72,85
4692,Student_4692,53,66
4693,Student_4693,50,75
4694,Student_4694,59,63
4695,Student_4695,98,66
4696,Student_4696,92,86
4697,Student_4697,86,64
4698,Student_4698,60,56
4699,Student_4699,69,72
4700,Student_4700,61,97
4701,Student_4701,83,92
4702,Student_4702,56,56
4703,Student_4703,80,79
4704,Student_4704,80,99
4705,Student_4705,71,70
4706,Student_4706,66,59
4707,Student_4707,51,50
4708,Student_4708,63,85
4709,Student_4709,69,74
4710,Student_4710,98,74
4711,Student_4711,77,86
4712,Student_4712,74,58
4713,Student_4713,53,63
4714,Student_4714,91,66
4715,Student_4715,59,56
4716,Student_4716,87,68
4717,Student_4717,100,55
4718,Student_4718,80,67
4719,Student_4719,74,67
4720,Student_4720,53,81
4721,Student_4721,86,85
4722,Student_4722,98,94
4723,Student_4723,84,81
4724,Student_4724,83,74
4725,Student_4725,98,76
4726,Student_4726,100,72
4727,Student_4727,75,61
4728,Student_4728,73,56
4729,Student_4729,58,90
4730,Student_4730,77,61
4731,Student_4731,68,73
4732,Student_4732,70,91
4733,Student_4733,93,94
4734,Student_4734,85,75
4735,Student_4735,51,85
4736,Student_4736,92,88
4737,Student_4737,62,70
4738,Student_4738,77,96
4739,Student_4739,63,63
4740,Student_4740,97,92
4741,Student_4741,79,68
4742,Student_4742,79,54
4743,Student_4743,63,94
4744,Student_4744,54,87
4745,Student_4745,55,67
4746,Student_4746,54,77
4747,Student_4747,72,76
4748,Student_4748,73,60
4749,Student_4749,78,50
4750,Student_4750,89,91
4751,Student_4751,87,72
4752,Student_4752,99,99
4753,Student_4753,67,68
4754,Student_4754,95,57
4755,Student_4755,77,91
4756,Student_4756,88,96
4757,Student_4757,50,94
4758,Student_4758,98,94
4759,Student_4759,98,80
4760,Student_4760,55,91
4761,Student_4761,83,100
4762,Student_4762,92,99
4763,Student_4763,100,61
4764,Student_4764,95,54
4765,Student_4765,76,80
4766,Student_4766,82,58
4767,Student_4767,76,60
4768,Student_4768,59,57
4769,Student_4769,65,78
4770,Student_4770,81,69
4771,Student_4771,89,55
4772,Student_4772,60,91
4773,Student_4773,95,69
4774,Student_4774,67,58
4775,Student_4775,65,76
4776,Student_4776,95,63
4777,Student_4777,85,68
4778,Student_4778,79,75
4779,Student_4779,96,80
4780,Student_4780,73,70
4781,Student_4781,86,50
4782,Student_4782,85,66
4783,Student_4783,93,57
4784,Student_4784,67,91
4785,Student_4785,65,97
4786,Student_4786,69,95
4787,Student_4787,94,62
4788,Student_4788,81,97
4789,Student_4789,58,80
4790,Student_4790,71,84
4791,Student_4791,92,63
4792,Student_4792,67,84
4793,Student_4793,100,63
4794,Student_4794,77,51
4795,Student_4795,78,84
4796,Student_4796,99,52
4797,Student_4797,68,94
4798,Student_4798,84,52
4799,Student_4799,76,97
4800,Student_4800,64,87
4801,Student_4801,71,58
4802,Student_4802,60,50
4803,Student_4803,73,85
4804,Student_4804,74,59
4805,Student_4805,98,79
4806,Student_4806,77,68
4807,Student_4807,83,76
4808,Student_4808,59,88
4809,Student_4809,96,62
4810,Student_4810,88,97
4811,Student_4811,88,92
4812,Student_4812,70,69
4813,Student_4813,80,76
4814,Student_4814,96,76
4815,Student_4815,71,55
4816,Student_4816,57,98
4817,Student_4817,92,80
4818,Student_4818,71,54
4819,Student_4819,50,56
4820,Student_4820,93,77
4821,Student_4821,57,57
4822,Student_4822,100,65
4823,Student_4823,64,92
4824,Student_4824,62,82
4825,Student_4825,51,76
4826,Student_4826,68,71
4827,Student_4827,57,57
4828,Student_4828,62,64
4829,Student_4829,82,55
4830,Student_4830,53,82
4831,Student_4831,96,61
4832,Student_4832,68,70
4833,Student_4833,54,81
4834,Student_4834,71,71
4835,Student_4835,88,78
4836,Student_4836,54,91
4837,Student_4837,83,81
4838,Student_4838,62,59
4839,Student_4839,56,66
4840,Student_4840,94,93
4841,Student_4841,95,87
4842,Student_4842,64,90
4843,Student_4843,85,69
4844,Student_4844,90,57
4845,Student_4845,62,78
4846,Student_4846,51,93
4847,Student_4847,54,72
4848,Student_4848,68,59
4849,Student_4849,83,90
4850,Student_4850,51,78
4851,Student_4851,59,54
4852,Student_4852,56,64
4853,Student_4853,62,84
4854,Student_4854,73,99
4855,Student_4855,98,78
4856,Student_4856,87,96
4857,Student_4857,57,100
4858,Student_4858,74,53
4859,Student_4859,62,70
4860,Student_4860,66,70
4861,Student_4861,55,84
4862,Student_4862,82,58
4863,Student_4863,89,63
4864,Student_4864,96,87
4865,Student_4865,63,52
4866,Student_4866,94,70
4867,Student_4867,73,96
4868,Student_4868,74,76
4869,Student_4869,67,100
4870,Student_4870,82,81
4871,Student_4871,69,51
4872,Student_4872,58,97
4873,Student_4873,95,79
4874,Student_4874,61,65
4875,Student_4875,53,64
4876,Student_4876,89,97
4877,Student_4877,97,90
4878,Student_4878,73,78
4879,Student_4879,90,61
4880,Student_4880,54,98
4881,Student_4881,68,87
4882,Student_4882,77,91
4883,Student_4883,71,64
4884,Student_4884,100,55
4885,Student_4885,68,94
4886,Student_4886,93,79
4887,Student_4887,97,65
4888,Student_4888,56,50
4889,Student_4889,57,93
4890,Student_4890,91,99
4891,Student_4891,75,60
4892,Student_4892,79,98
4893,Student_4893,82,87
4894,Student_4894,51,81
4895,Student_4895,55,92
4896,Student_4896,52,73
4897,Student_4897,81,64
4898,Student_4898,82,85
4899,Student_4899,93,99
4900,Student_4900,67,85
4901,Student_4901,68,51
4902,Student_4902,96,56
4903,Student_4903,59,57
4904,Student_4904,50,75
4905,Student_4905,72,93
4906,Student_4906,81,86
4907,Student_4907,94,60
4908,Student_4908,84,82
4909,Student_4909,100,61
4910,Student_4910,61,54
4911,Student_4911,50,55
4912,Student_4912,53,90
4913,Student_4913,71,95
4914,Student_4914,73,56
4915,Student_4915,60,77
4916,Student_4916,83,55
4917,Student_4917,63,72
4918,Student_4918,87,57
4919,Student_4919,72,69
4920,Student_4920,71,51
4921,Student_4921,84,92
4922,Student_4922,99,85
4923,Student_4923,94,85
4924,Student_4924,90,69
4925,Student_4925,95,61
4926,Student_4926,100,68
4927,Student_4927,72,87
4928,Student_4928,79,68
4929,Student_4929,98,68
4930,Student_4930,100,89
4931,Student_4931,65,62
4932,Student_4932,65,62
4933,Student_4933,72,77
4934,Student_4934,86,53
4935,Student_4935,66,65
4936,Student_4936,83,98
4937,Student_4937,75,95
4938,Student_4938,89,86
4939,Student_4939,62,96
4940,Student_4940,71,82
4941,Student_4941,53,63
4942,Student_4942,92,81
4943,Student_4943,72,77
4944,Student_4944,83,91
4945,Student_4945,58,94
4946,Student_4946,89,76
4947,Student_4947,56,72
4948,Student_4948,100,63
4949,Student_4949,69,90
4950,Student_4950,50,74
4951,Student_4951,62,98
4952,Student_4952,67,74
4953,Student_4953,61,92
4954,Student_4954,95,81
4955,Student_4955,93,86
4956,Student_4956,56,99
4957,Student_4957,67,61
4958,Student_4958,65,65
4959,Student_4959,77,98
4960,Student_4960,74,82
4961,Student_4961,55,93
4962,Student_4962,51,77
4963,Student_4963,93,65
4964,Student_4964,91,63
4965,Student_4965,86,81
4966,Student_4966,54,80
4967,Student_4967,51,50
4968,Student_4968,56,50
4969,Student_4969,76,76
4970,Student_4970,52,67
4971,Student_4971,81,73
4972,Student_4972,99,77
4973,Student_4973,50,62
4974,Student_4974,57,99
4975,Student_4975,93,91
4976,Student_4976,82,75
4977,Student_4977,86,67
4978,Student_4978,55,90
4979,Student_4979,97,75
4980,Student_4980,71,84
4981,Student_4981,60,69
4982,Student_4982,93,98
4983,Student_4983,89,63
4984,Student_4984,84,70
4985,Student_4985,87,91
4986,Student_4986,93,74
4987,Student_4987,62,80
4988,Student_4988,68,63
4989,Student_4989,65,67
4990,Student_4990,83,82
4991,Student_4991,82,60
4992,Student_4992,68,55
4993,Student_4993,77,100
4994,Student_4994,100,91
4995,Student_4995,70,100
4996,Student_4996,83,65
4997,Student_4997,87,89
4998,Student_4998,55,88
4999,Student_4999,69,57
5000,Student_5000,95,96
5001,Student_5001,73,77
5002,Student_5002,100,99
5003,Student_5003,93,78
5004,Student_5004,85,83
5005,Student_5005,100,60
5006,Student_5006,78,88
5007,Student_5007,100,77
5008,Student_5008,66,100
5009,Student_5009,53,56
5010,Student_5010,63,55
5011,Student_5011,88,82
5012,Student_5012,66,86
5013,Student_5013,92,61
5014,Student_5014,100,54
5015,Student_5015,63,53
5016,Student_5016,77,57
5017,Student_5017,91,57
5018,Student_5018,81,63
5019,Student_5019,93,65
5020,Student_5020,92,68
5021,Student_5021,97,88
5022,Student_5022,100,60
5023,Student_5023,66,77
5024,Student_5024,69,50
5025,Student_5025,95,72
5026,Student_5026,59,53
5027,Student_5027,100,75
5028,Student_5028,61,71
5029,Student_5029,56,93
5030,Student_5030,82,78
5031,Student_5031,95,86
5032,Student_5032,54,60
5033,Student_5033,75,76
5034,Student_5034,78,59
5035,Student_5035,77,87
5036,Student_5036,50,73
5037,Student_5037,91,57
5038,Student_5038,77,69
5039,Student_5039,62,64
5040,Student_5040,93,89
5041,Student_5041,65,64
5042,Student_5042,95,97
5043,Student_5043,63,78
5044,Student_5044,68,65
5045,Student_5045,83,95
5046,Student_5046,81,55
5047,Student_5047,69,53
5048,Student_5048,55,52
5049,Student_5049,90,96
5050,Student_5050,73,81
5051,Student_5051,52,50
5052,Student_5052,89,75
5053,Student_5053,62,82
5054,Student_5054,59,66
5055,Student_5055,51,100
5056,Student_5056,62,98
5057,Student_5057,81,57
5058,Student_5058,60,78
5059,Student_5059,62,66
5060,Student_5060,83,83
5061,Student_5061,88,99
5062,Student_5062,56,80
5063,Student_5063,94,54
5064,Student_5064,84,61
5065,Student_5065,92,52
5066,Student_5066,86,80
5067,Student_5067,52,70
5068,Student_5068,57,92
5069,Student_5069,53,59
5070,Student_5070,75,64
5071,Student_5071,71,87
5072,Student_5072,50,65
5073,Student_5073,72,98
5074,Student_5074,58,53
5075,Student_5075,94,66
5076,Student_5076,64,93
5077,Student_5077,78,93
5078,Student_5078,65,54
5079,Student_5079,84,91
5080,Student_5080,78,95
5081,Student_5081,96,55
5082,Student_5082,59,94
5083,Student_5083,92,95
5084,Student_5084,98,96
5085,Student_5085,51,76
5086,Student_5086,54,61
5087,Student_5087,61,89
5088,Student_5088,86,57
5089,Student_5089,58,69
5090,Student_5090,79,56
5091,Student_5091,68,74
5092,Student_5092,52,60
5093,Student_5093,56,100
5094,Student_5094,85,80
5095,Student_5095,63,86
5096,Student_5096,57,54
5097,Student_5097,71,83
5098,Student_5098,59,88
5099,Student_5099,67,81
5100,Student_5100,65,85
5101,Student_5101,52,68
5102,Student_5102,59,69
5103,Student_5103,50,85
5104,Student_5104,72,79
5105,Student_5105,62,56
5106,Student_5106,98,98
5107,Student_5107,60,64
5108,Student_5108,62,94
5109,Student_5109,61,74
5110,Student_5110,55,82
5111,Student_5111,76,58
5112,Student_5112,83,52
5113,Student_5113,94,65
5114,Student_5114,91,65
5115,Student_5115,50,65
5116,Student_5116,55,66
5117,Student_5117,98,90
5118,Student_5118,51,79
5119,Student_5119,92,98
5120,Student_5120,76,89
5121,Student_5121,53,51
5122,Student_5122,52,51
5123,Student_5123,65,86
5124,Student_5124,74,57
5125,Student_5125,93,99
5126,Student_5126,88,51
5127,Student_5127,65,51
5128,Student_5128,53,76
5129,Student_5129,84,83
5130,Student_5130,53,97
5131,Student_5131,69,87
5132,Student_5132,83,74
5133,Student_5133,88,54
5134,Student_5134,50,77
5135,Student_5135,81,73
5136,Student_5136,87,83
5137,Student_5137,70,63
5138,Student_5138,53,90
5139,Student_5139,79,60
5140,Student_5140,85,72
5141,Student_5141,68,76
5142,Student_5142,72,85
5143,Student_5143,88,71
5144,Student_5144,53,54
5145,Student_5145,57,94
5146,Student_5146,85,88
5147,Student_5147,65,94
5148,Student_5148,76,75
5149,Student_5149,55,79
5150,Student_5150,97,68
5151,Student_5151,98,90
5152,Student_5152,72,65
5153,Student_5153,79,66
5154,Student_5154,80,87
5155,Student_5155,84,69
5156,Student_5156,53,62
5157,Student_5157,95,94
5158,Student_5158,54,56
5159,Student_5159,62,65
5160,Student_5160,56,59
5161,Student_5161,96,97
5162,Student_5162,69,73
5163,Student_5163,93,82
5164,Student_5164,82,86
5165,Student_5165,85,50
5166,Student_5166,96,78
5167,Student_5167,69,71
5168,Student_5168,93,61
5169,Student_5169,82,89
5170,Student_5170,76,85
5171,Student_5171,52,79
5172,Student_5172,55,62
5173,Student_5173,55,79
5174,Student_5174,72,77
5175,Student_5175,69,97
5176,Student_5176,70,71
5177,Student_5177,94,80
5178,Student_5178,56,99
5179,Student_5179,99,94
5180,Student_5180,99,52
5181,Student_5181,58,90
5182,Student_5182,73,61
5183,Student_5183,53,54
5184,Student_5184,63,57
5185,Student_5185,90,52
5186,Student_5186,74,74
5187,Student_5187,95,80
5188,Student_5188,95,80
5189,Student_5189,77,63
5190,Student_5190,85,63
5191,Student_5191,96,87
5192,Student_5192,65,65
5193,Student_5193,58,54
5194,Student_5194,99,71
5195,Student_5195,56,83
5196,Student_5196,92,100
5197,Student_5197,76,65
5198,Student_5198,70,56
5199,Student_5199,66,84
5200,Student_5200,97,74
5201,Student_5201,78,88
5202,Student_5202,57,55
5203,Student_5203,55,100
5204,Student_5204,54,58
5205,Student_5205,99,54
5206,Student_5206,98,86
5207,Student_5207,97,59
5208,Student_5208,93,52
5209,Student_5209,53,91
5210,Student_5210,91,62
5211,Student_5211,65,84
5212,Student_5212,79,88
5213,Student_5213,80,65
5214,Student_5214,97,77
5215,Student_5215,87,65
5216,Student_5216,76,56
5217,Student_5217,83,72
5218,Student_5218,96,64
5219,Student_5219,89,80
5220,Student_5220,78,88
5221,Student_5221,75,62
5222,Student_5222,68,64
5223,Student_5223,85,100
5224,Student_5224,61,90
5225,Student_5225,60,86
5226,Student_5226,63,64
5227,Student_5227,61,98
5228,Student_5228,94,87
5229,Student_5229,57,68
5230,Student_5230,77,89
5231,Student_5231,86,100
5232,Student_5232,83,56
5233,Student_5233,69,63
5234,Student_5234,54,71
5235,Student_5235,74,95
5236,Student_5236,85,77
5237,Student_5237,56,74
5238,Student_5238,86,60
5239,Student_5239,51,86
5240,Student_5240,56,61
5241,Student_5241,87,82
5242,Student_5242,60,88
5243,Student_5243,80,81
5244,Student_5244,96,70
5245,Student_5245,80,82
5246,Student_5246,63,99
5247,Student_5247,93,93
5248,Student_5248,58,61
5249,Student_5249,92,68
5250,Student_5250,94,52
5251,Student_5251,80,73
5252,Student_5252,56,60
5253,Student_5253,83,52
5254,Student_5254,50,59
5255,Student_5255,91,69
5256,Student_5256,63,51
5257,Student_5257,59,59
5258,Student_5258,68,53
5259,Student_5259,80,75
5260,Student_5260,64,64
5261,Student_5261,77,78
5262,Student_5262,88,56
5263,Student_5263,69,64
5264,Student_5264,54,51
5265,Student_5265,84,71
5266,Student_5266,77,78
5267,Student_5267,69,94
5268,Student_5268,84,69
5269,Student_5269,53,97
5270,Student_5270,58,81
5271,Student_5271,68,95
5272,Student_5272,91,63
5273,Student_5273,52,69
5274,Student_5274,82,67
5275,Student_5275,90,61
5276,Student_5276,91,75
5277,Student_5277,83,60
5278,Student_5278,84,85
5279,Student_5279,87,80
5280,Student_5280,81,55
5281,Student_5281,64,88
5282,Student_5282,94,76
5283,Student_5283,83,77
5284,Student_5284,56,85
5285,Student_5285,78,89
5286,Student_5286,54,57
5287,Student_5287,70,76
5288,Student_5288,89,60
5289,Student_5289,63,58
5290,Student_5290,74,65
5291,Student_5291,79,53
5292,Student_5292,85,52
5293,Student_5293,56,58
5294,Student_5294,56,82
5295,Student_5295,73,99
5296,Student_5296,60,89
5297,Student_5297,79,62
5298,Student_5298,62,93
5299,Student_5299,90,75
5300,Student_5300,61,57
5301,Student_5301,54,93
5302,Student_5302,56,62
5303,Student_5303,66,72
5304,Student_5304,65,97
5305,Student_5305,91,68
5306,Student_5306,88,54
5307,Student_5307,73,75
5308,Student_5308,87,80
5309,Student_5309,53,55
5310,Student_5310,79,91
5311,Student_5311,83,68
5312,Student_5312,78,83
5313,Student_5313,97,97
5314,Student_5314,55,57
5315,Student_5315,50,86
5316,Student_5316,64,100
5317,Student_5317,93,52
5318,Student_5318,50,52
5319,Student_5319,51,79
5320,Student_5320,91,86
5321,Student_5321,88,92
5322,Student_5322,97,65
5323,Student_5323,73,74
5324,Student_5324,79,73
5325,Student_5325,92,77
5326,Student_5326,90,84
5327,Student_5327,80,56
5328,Student_5328,86,82
5329,Student_5329,87,59
5330,Student_5330,64,80
5331,Student_5331,96,60
5332,Student_5332,87,63
5333,Student_5333,82,92
5334,Student_5334,80,76
5335,Student_5335,65,82
5336,Student_5336,62,69
5337,Student_5337,90,67
5338,Student_5338,52,62
5339,Student_5339,65,60
5340,Student_5340,81,69
5341,Student_5341,70,52
5342,Student_5342,81,63
5343,Student_5343,82,61
5344,Student_5344,91,87
5345,Student_5345,66,91
5346,Student_5346,99,72
5347,Student_5347,74,85
5348,Student_5348,58,86
5349,Student_5349,82,75
5350,Student_5350,54,58
5351,Student_5351,80,94
5352,Student_5352,58,95
5353,Student_5353,64,84
5354,Student_5354,73,68
5355,Student_5355,88,99
5356,Student_5356,64,79
5357,Student_5357,77,100
5358,Student_5358,60,66
5359,Student_5359,63,90
5360,Student_5360,60,88
5361,Student_5361,91,77
5362,Student_5362,83,88
5363,Student_5363,62,84
5364,Student_5364,64,60
5365,Student_5365,98,67
5366,Student_5366,85,60
5367,Student_5367,52,100
5368,Student_5368,93,85
5369,Student_5369,95,94
5370,Student_5370,84,74
5371,Student_5371,56,84
5372,Student_5372,97,97
5373,Student_5373,58,73
5374,Student_5374,66,76
5375,Student_5375,85,100
5376,Student_5376,68,74
5377,Student_5377,78,60
5378,Student_5378,59,88
5379,Student_5379,53,86
5380,Student_5380,53,50
5381,Student_5381,94,79
5382,Student_5382,77,95
5383,Student_5383,86,58
5384,Student_5384,83,88
5385,Student_5385,64,63
5386,Student_5386,55,64
5387,Student_5387,62,69
5388,Student_5388,62,78
5389,Student_5389,53,67
5390,Student_5390,79,92
5391,Student_5391,94,62
5392,Student_5392,76,58
5393,Student_5393,51,72
5394,Student_5394,66,100
5395,Student_5395,57,58
5396,Student_5396,76,94
5397,Student_5397,50,97
5398,Student_5398,83,96
5399,Student_5399,94,82
5400,Student_5400,91,52
5401,Student_5401,75,75
5402,Student_5402,59,98
5403,Student_5403,100,84
5404,Student_5404,78,51
5405,Student_5405,71,73
5406,Student_5406,79,96
5407,Student_5407,91,77
5408,Student_5408,97,73
5409,Student_5409,56,79
5410,Student_5410,57,95
5411,Student_5411,59,83
5412,Student_5412,64,65
5413,Student_5413,65,99
5414,Student_5414,75,56
5415,Student_5415,95,64
5416,Student_5416,52,97
5417,Student_5417,85,96
5418,Student_5418,77,91
5419,Student_5419,66,94
5420,Student_5420,65,53
5421,Student_5421,70,57
5422,Student_5422,96,93
5423,Student_5423,60,57
5424,Student_5424,51,72
5425,Student_5425,71,76
5426,Student_5426,86,52
5427,Student_5427,77,67
5428,Student_5428,77,66
5429,Student_5429,97,99
5430,Student_5430,53,94
5431,Student_5431,90,91
5432,Student_5432,77,65
5433,Student_5433,97,69
5434,Student_5434,91,82
5435,Student_5435,89,55
5436,Student_5436,96,70
5437,Student_5437,98,58
5438,Student_5438,93,74
5439,Student_5439,82,79
5440,Student_5440,71,95
5441,Student_5441,67,97
5442,Student_5442,69,71
5443,Student_5443,86,97
5444,Student_5444,58,63
5445,Student_5445,58,61
5446,Student_5446,64,77
5447,Student_5447,95,54
5448,Student_5448,73,63
5449,Student_5449,99,89
5450,Student_5450,65,91
5451,Student_5451,53,51
5452,Student_5452,70,87
5453,Student_5453,51,69
5454,Student_5454,74,69
5455,Student_5455,64,83
5456,Student_5456,89,63
5457,Student_5457,82,74
5458,Student_5458,60,52
5459,Student_5459,64,70
5460,Student_5460,92,91
5461,Student_5461,86,50
5462,Student_5462,98,72
5463,Student_5463,54,61
5464,Student_5464,89,72
5465,Student_5465,62,52
5466,Student_5466,72,84
5467,Student_5467,70,84
5468,Student_5468,91,99
5469,Student_5469,91,100
5470,Student_5470,82,54
5471,Student_5471,100,98
5472,Student_5472,63,53
5473,Student_5473,73,90
5474,Student_5474,86,100
5475,Student_5475,75,97
5476,Student_5476,53,97
5477,Student_5477,76,65
5478,Student_5478,69,61
5479,Student_5479,69,92
5480,Student_5480,80,100
5481,Student_5481,93,99
5482,Student_5482,66,58
5483,Student_5483,57,80
5484,Student_5484,52,91
5485,Student_5485,93,68
5486,Student_5486,100,74
5487,Student_5487,83,85
5488,Student_5488,90,57
5489,Student_5489,67,54
5490,Student_5490,89,64
5491,Student_5491,98,70
5492,Student_5492,77,88
5493,Student_5493,96,68
5494,Student_5494,78,53
5495,Student_5495,70,74
5496,Student_5496,71,77
5497,Student_5497,63,83
5498,Student_5498,64,94
5499,Student_5499,72,62
5500,Student_5500,65,67
5501,Student_5501,97,93
5502,Student_5502,65,71
5503,Student_5503,87,70
5504,Student_5504,88,58
5505,Student_5505,66,58
5506,Student_5506,93,71
5507,Student_5507,70,73
5508,Student_5508,63,84
5509,Student_5509,52,89
5510,Student_5510,55,89
5511,Student_5511,78,91
5512,Student_5512,80,72
5513,Student_5513,95,93
5514,Student_5514,77,89
5515,Student_5515,70,72
5516,Student_5516,51,97
5517,Student_5517,74,65
5518,Student_5518,74,86
5519,Student_5519,77,75
5520,Student_5520,66,57
5521,Student_5521,78,76
5522,Student_5522,58,88
5523,Student_5523,68,54
5524,Student_5524,55,53
5525,Student_5525,70,60
5526,Student_5526,69,90
5527,Student_5527,87,52
5528,Student_5528,83,81
5529,Student_5529,57,77
5530,Student_5530,70,96
5531,Student_5531,79,61
5532,Student_5532,86,92
5533,Student_5533,71,98
5534,Student_5534,65,84
5535,Student_5535,59,78
5536,Student_5536,79,75
5537,Student_5537,98,65
5538,Student_5538,56,100
5539,Student_5539,67,67
5540,Student_5540,59,86
5541,Student_5541,76,95
5542,Student_5542,72,68
5543,Student_5543,100,80
5544,Student_5544,72,70
5545,Student_5545,61,51
5546,Student_5546,52,77
5547,Student_5547,62,54
5548,Student_5548,89,56
5549,Student_5549,69,52
5550,Student_5550,90,86
5551,Student_5551,67,70
5552,Student_5552,70,76
5553,Student_5553,75,76
5554,Student_5554,72,85
5555,Student_5555,61,93
5556,Student_5556,67,68
5557,Student_5557,87,56
5558,Student_5558,97,80
5559,Student_5559,78,74
5560,Student_5560,80,75
5561,Student_5561,51,85
5562,Student_5562,64,94
5563,Student_5563,82,98
5564,Student_5564,68,93
5565,Student_5565,63,87
5566,Student_5566,66,74
5567,Student_5567,53,89
5568,Student_5568,86,59
5569,Student_5569,89,69
5570,Student_5570,68,85
5571,Student_5571,55,94
5572,Student_5572,89,51
5573,Student_5573,85,78
5574,Student_5574,94,58
5575,Student_5575,72,73
5576,Student_5576,83,51
5577,Student_5577,69,63
5578,Student_5578,62,56
5579,Student_5579,95,91
5580,Student_5580,57,58
5581,Student_5581,99,72
5582,Student_5582,78,77
5583,Student_5583,94,74
5584,Student_5584,62,52
5585,Student_5585,95,72
5586,Student_5586,64,69
5587,Student_5587,69,53
5588,Student_5588,77,96
5589,Student_5589,80,60
5590,Student_5590,59,98
5591,Student_5591,56,79
5592,Student_5592,89,65
5593,Student_5593,81,98
5594,Student_5594,58,92
5595,Student_5595,70,96
5596,Student_5596,60,59
5597,Student_5597,91,84
5598,Student_5598,59,50
5599,Student_5599,54,74
5600,Student_5600,66,72
5601,Student_5601,93,94
5602,Student_5602,63,56
5603,Student_5603,83,96
5604,Student_5604,85,98
5605,Student_5605,90,68
5606,Student_5606,72,100
5607,Student_5607,93,68
5608,Student_5608,100,69
5609,Student_5609,72,98
5610,Student_5610,67,59
5611,Student_5611,82,99
5612,Student_5612,51,73
5613,Student_5613,61,54
5614,Student_5614,99,78
5615,Student_5615,89,69
5616,Student_5616,56,100
5617,Student_5617,77,55
5618,Student_5618,70,50
5619,Student_5619,62,62
5620,Student_5620,90,50
5621,Student_5621,88,52
5622,Student_5622,73,72
5623,Student_5623,52,90
5624,Student_5624,81,99
5625,Student_5625,63,93
5626,Student_5626,54,75
5627,Student_5627,85,50
5628,Student_5628,74,98
5629,Student_5629,63,87
5630,Student_5630,71,66
5631,Student_5631,77,54
5632,Student_5632,56,68
5633,Student_5633,59,81
5634,Student_5634,77,84
5635,Student_5635,82,93
5636,Student_5636,65,81
5637,Student_5637,75,68
5638,Student_5638,85,57
5639,Student_5639,71,88
5640,Student_5640,100,70
5641,Student_5641,99,76
5642,Student_5642,53,59
5643,Student_5643,58,82
5644,Student_5644,51,74
5645,Student_5645,54,71
5646,Student_5646,67,70
5647,Student_5647,58,61
5648,Student_5648,56,64
5649,Student_5649,88,98
5650,Student_5650,92,64
5651,Student_5651,51,77
5652,Student_5652,85,88
5653,Student_5653,67,96
5654,Student_5654,89,66
5655,Student_5655,78,55
5656,Student_5656,69,61
5657,Student_5657,96,55
5658,Student_5658,72,73
5659,Student_5659,58,74
5660,Student_5660,75,96
5661,Student_5661,64,76
5662,Student_5662,67,84
5663,Student_5663,71,88
5664,Student_5664,95,80
5665,Student_5665,66,72
5666,Student_5666,52,87
5667,Student_5667,92,55
5668,Student_5668,82,100
5669,Student_5669,83,96
5670,Student_5670,71,79
5671,Student_5671,55,75
5672,Student_5672,68,65
5673,Student_5673,66,54
5674,Student_5674,59,53
5675,Student_5675,79,96
5676,Student_5676,82,52
5677,Student_5677,74,83
5678,Student_5678,77,85
5679,Student_5679,85,80
5680,Student_5680,76,50
5681,Student_5681,54,88
5682,Student_5682,90,67
5683,Student_5683,75,85
5684,Student_5684,83,83
5685,Student_5685,50,95
5686,Student_5686,56,66
5687,Student_5687,52,76
5688,Student_5688,75,73
5689,Student_5689,77,98
5690,Student_5690,78,98
5691,Student_5691,59,55
5692,Student_5692,83,76
5693,Student_5693,97,57
5694,Student_5694,53,72
5695,Student_5695,92,58
5696,Student_5696,87,68
5697,Student_5697,75,66
5698,Student_5698,65,65
5699,Student_5699,53,80
5700,Student_5700,55,59
5701,Student_5701,100,64
5702,Student_5702,86,54
5703,Student_5703,85,65
5704,Student_5704,86,79
5705,Student_5705,65,50
5706,Student_5706,84,95
5707,Student_5707,90,68
5708,Student_5708,69,93
5709,Student_5709,91,62
5710,Student_5710,56,81
5711,Student_5711,66,91
5712,Student_5712,99,70
5713,Student_5713,99,76
5714,Student_5714,79,88
5715,Student_5715,53,99
5716,Student_5716,51,82
5717,Student_5717,58,59
5718,Student_5718,53,74
5719,Student_5719,85,89
5720,Student_5720,64,85
